-0.45105,-0.41965,-1.1317,-0.56187,-1.4536,-0.74838,-0.61775,-1.0809,-1.2061,-0.11735,-1.1319,-0.85194,-0.75637,-1.0958,-0.75296,-0.12343,-0.33616,-0.80734,-0.79643,-0.62421,-0.83113,-0.44536,-0.87067,-0.76116,-0.96531,-0.72823,-0.79977,-0.76668,-0.50397,-0.98353,-0.58087,-1.145,-0.79395,-0.68683,-0.5446,-0.61644,-1.0721,-0.90759,-0.87809,-1.0531,-0.55885,-0.76386,-1.0876,-0.37823,-0.63464,-0.91986,-0.77139,-0.71453,-0.65447,-1.0342,-0.96978,-0.64401,-0.3218,-0.74887,-1.3581,-1.1183,-0.8166,-0.72465,-0.90548,-1.2557,-1.0494,-0.72293,-0.72023,-0.84128,-1.5558,-1.5198,-1.392,-1.213,-0.82505,-0.71059,-0.85603,-0.4087,-1.1555,-1.109,-1.044,-0.65789,-0.4064,-0.48811,-0.65916,-1.2112,-0.98919,-0.67414,-1.1108,-1.4862,-1.4469,-1.1782,-1.0955,-1.3186,-1.0395,-0.72256,-1.2047,-1.0453,-0.79702,-0.76762,-0.99944,-0.24496,-0.36974,-0.70712,-0.5727,-0.55905,-0.74015,-0.58865,-0.54557,-0.80472,-1.4035,-0.83207,-0.41456,-1.1827,-0.37199,-0.50639,-1.1094,-0.69177,-0.52237,-1.1082,-0.74866,-0.26838,-0.72357,-0.35519,-0.11104,-1.0619,-0.74557,-0.2777,-0.50157,-0.95458,-0.69247,-0.77252,-0.52997,-0.79622,-0.51344,-0.70983,-0.68767,-0.94713,-0.6672,-0.76023,-0.67095,-0.77881,-0.70598,-0.67377,-0.37088,-1.2965,-0.64837,-0.78282,-1.0298,-1.176,-0.69941,-0.69956,-0.60325,-0.79337,-0.72754,-0.35024,-0.80159,-1.3261,-0.54918,-0.94968,-0.41518,-0.54863,-0.14304,-0.85389,-1.3752,-1.1294,-1.4862,-0.85563,-0.98573,-1.1158,-0.7706,-0.72742,-0.60848,-1.1087,-1.3499,-1.2308,-1.5087,-1.155,-0.69877,-1.1249,-1.2162,-0.90372,-0.79918,-0.32933,-0.76749,-0.86758,-0.87045,-1.0513,-0.59638,-0.85866,-1.2717,-0.78412,-0.53641,-0.92811,-0.45655,-0.94065,-1.2527,-1.3694,-1.6735,-1.0706,-1.052,-0.86976,-0.89165,-0.54207,-0.21048,-0.72033
-0.12631,-0.14469,-0.67234,-0.097821,-1.0653,-0.13374,-0.73515,-0.91656,-1.0885,0.19548,-1.0886,-0.30591,-0.59253,-0.52132,-0.22301,-0.12681,0.21304,-0.47043,-0.54287,-0.1854,-0.45417,0.33994,-0.6142,-0.50596,-0.66851,-0.48718,-0.47927,-0.43083,-0.087389,-0.64428,-0.40536,-1.0468,-0.58396,-0.62096,-0.7145,-0.53732,-0.83385,-1.1125,-0.6113,-0.76391,-0.1125,-0.51852,-0.47631,-0.45282,-0.5219,-0.77012,-0.023953,-0.058616,-0.1013,-0.60751,-0.68283,0.18123,0.25837,-0.26306,-0.58546,0.10794,-0.3283,-0.24985,-0.42525,-0.64576,-0.76694,-0.61591,-0.53624,-0.74405,-0.77297,-1.0025,-0.70113,-0.79487,-0.30585,-0.33018,-0.42639,0.23678,-0.095046,-0.54738,-0.70533,-0.29764,-0.11425,-0.63003,-0.69213,-1.0515,-0.98256,-0.72805,-0.36994,-0.23912,-1.0726,-0.18417,-0.66323,-0.046277,-0.24239,0.033783,-0.73702,-0.42083,-0.47466,-0.4573,-0.57287,0.27466,0.10705,0.040725,-0.25561,-0.2384,-0.13076,0.078903,0.065651,-0.099321,-0.84779,-0.67507,0.39807,-0.62666,-0.14402,0.19663,-0.92444,-0.47775,-0.17578,-0.79912,-0.86074,0.11468,-0.5118,0.2307,0.13597,-0.58229,-0.34609,0.044351,0.376,-0.68078,-0.31646,-0.0035251,-0.28636,-0.76964,-0.29357,-0.63081,-0.3013,-0.68714,-0.28317,-0.5845,-0.16954,-0.40377,-0.55001,-0.34338,-0.18005,-1.0271,-0.51457,-0.89867,-0.849,-0.93321,-0.058111,-0.22705,-0.035394,-0.65026,-0.68489,-0.2291,-0.53068,-0.22408,-0.06658,0.11179,0.39871,0.3123,0.36173,-0.21554,-0.044811,-0.15866,-0.53748,-0.29019,-0.14552,0.075546,-0.72841,-0.59664,-0.58093,-0.64509,0.088695,-0.16376,-0.59282,-0.61225,-0.18725,-0.41218,-0.54785,-0.3416,-0.52013,0.45199,0.31529,-0.016616,-0.30729,-0.57133,-0.40231,-0.64483,-0.33959,-0.2836,0.074589,-0.53105,-0.16031,-0.13609,0.25272,-0.041591,-0.48553,-0.48242,-0.58681,-0.29033,-0.49186,0.14679,0.37782,-0.35106
-0.30827,-0.63616,-1.1084,-0.44986,-1.651,-0.57176,-1.0502,-0.63875,-1.4484,-0.14422,-0.99787,-0.59079,-0.91311,-0.85774,-0.41092,0.16717,0.12345,-0.45704,-0.19915,-0.21774,-0.37087,-0.12503,-0.46894,-0.31661,-0.54157,-0.41573,-0.38438,-0.67773,-0.14647,-0.60898,-0.30772,-1.0634,-0.55987,-0.27011,-0.18368,-0.077142,-0.74605,-0.5788,-0.44258,-0.44688,-0.45447,-0.97865,-0.62506,-0.25543,-0.24594,-0.6794,-0.38718,-0.30016,-0.30202,-0.70179,-0.59028,-0.24555,0.14833,-0.64722,-0.92258,-0.7698,-0.68015,-0.61488,-0.69525,-1.0439,-0.68911,-0.44101,-0.20366,-0.73608,-1.3153,-1.1028,-0.74644,-0.62793,-0.32908,-0.59965,-0.52979,-0.093695,-0.50196,-0.88234,-0.95659,-0.52438,-0.10676,-0.26945,-0.43673,-0.92971,-0.79712,-0.39262,-0.71244,-1.0067,-1.2412,-0.69794,-0.74736,-0.70297,-0.69667,-0.47406,-0.7043,-0.70788,-0.87057,-0.49213,-0.75843,-0.11493,-0.01005,-0.15026,-0.16469,-0.24281,-0.44857,-0.17519,-0.40719,-0.71497,-1.0691,-1.2917,-0.091918,-1.1176,-0.51766,-0.27118,-0.90211,-0.68644,-0.38734,-1.0862,-0.63223,-0.015535,-0.44658,0.099627,0.11965,-0.69154,-0.53156,0.092132,-0.14474,-0.678,-0.44615,-0.23028,-0.346,-0.44207,-0.44884,-0.44075,-0.62136,-0.54789,-0.22541,-0.63038,-0.21832,-0.37573,-0.46337,-0.1103,-0.13801,-0.78837,-0.26325,-0.28999,-0.48139,-0.50175,-0.52417,-0.53371,-0.28307,-0.30835,-0.33262,-0.095845,-0.50466,-0.95987,-0.30496,-0.39973,0.00095352,-0.12431,0.28084,-0.67842,-1.0219,-0.62322,-1.0237,-0.60451,-0.56623,-0.3944,-0.47964,-0.42853,-0.4101,-0.76956,-0.67793,-1.0327,-0.8228,-0.73366,-0.4295,-0.83023,-0.96168,-0.53359,-0.48317,-0.036385,-0.077525,-0.42815,-0.67649,-0.4261,-0.066697,-0.60254,-0.89909,-0.668,-0.32342,-0.7187,-0.15561,-0.54474,-0.88482,-0.54419,-1.0157,-0.56124,-0.64254,-0.59984,-0.66927,-0.26416,0.30441,-0.093964
0.19893,-0.12876,-0.66957,0.0036983,-1.2986,0.013086,-0.53635,-0.29177,-1.0517,0.24366,-0.83029,-0.45404,-0.55168,-0.74131,0.090959,0.41057,0.58265,-0.015822,0.12025,0.10143,-0.19023,0.19123,-0.31132,-0.12263,-0.46095,-0.39082,-0.40042,-0.57437,-0.14267,-0.68927,0.094311,-0.51497,-0.48247,-0.18402,-0.11367,0.048148,-0.76054,-0.79434,-0.50743,-0.6531,-0.1636,-0.5148,-0.22636,-0.016574,-0.12167,-0.41992,0.29218,0.38121,0.26899,-0.10467,-0.44303,0.13007,0.089977,-0.36706,-0.20549,0.18829,-0.11253,-0.057903,-0.16158,-0.33584,-0.45769,-0.15332,-0.10611,-0.46335,-0.55257,-0.46493,-0.23505,-0.23864,-0.04599,-0.25739,-0.48108,0.16034,-0.092956,-0.30505,-0.54113,0.033651,0.12724,-0.15773,-0.14366,-0.9043,-0.53131,-0.30081,-0.079315,-0.16089,-0.36741,-0.12682,-0.24125,-0.2724,-0.51525,0.044806,-0.76645,-0.41762,-0.42333,-0.1566,-0.51292,0.24054,0.1976,-0.27257,-0.111,0.24823,-0.1268,0.089471,-0.25504,-0.31421,-0.93822,-0.72993,0.2607,-0.86325,-0.14981,-0.054212,-0.85953,-0.73588,-0.27763,-1.1088,-0.4541,0.23544,-0.60736,0.35806,0.39797,-0.39435,-0.25558,0.19998,0.041349,-0.64083,-0.35579,-0.23935,-0.14718,-0.22826,-0.17889,-0.39141,-0.33032,-0.51275,-0.24918,-0.56394,-0.27933,-0.32311,-0.55408,-0.05787,0.16834,-0.98342,-0.18219,-0.22621,-0.51333,-0.46975,-0.27494,-0.34305,0.073283,-0.35684,-0.34335,-0.032555,-0.5478,-0.13861,0.039542,-0.098428,0.29446,0.18881,0.2634,-0.50192,0.067199,0.077927,-0.39563,-0.036264,-0.11583,-0.043268,-0.53092,-0.45532,-0.25956,-0.61769,-0.011601,-0.16212,-0.38989,-0.30096,-0.014832,-0.63107,-0.62672,-0.34721,-0.45107,0.13028,0.22894,-0.060462,-0.39333,-0.79876,-0.15418,-0.55939,-0.16737,-0.23511,0.098704,-0.68664,-0.1793,-0.14921,0.19681,-0.013308,-0.50101,-0.38205,-0.60577,-0.43514,-0.46209,0.012436,0.38609,0.013171
-0.46009,-0.99297,-1.3572,-0.41648,-1.9727,-0.42346,-1.1766,-1.0757,-1.6921,-0.13888,-1.4303,-1.0288,-1.3338,-1.2934,-0.58656,-0.30375,-0.1847,-0.79914,-0.62524,-0.39195,-0.6523,-0.25859,-0.83375,-0.67269,-0.96,-0.6567,-0.66596,-0.76397,-0.42754,-0.82179,-0.64669,-1.444,-0.95167,-0.80048,-0.59615,-0.6197,-1.3562,-1.0462,-1.2214,-0.99125,-0.64471,-0.96892,-0.78733,-0.57141,-0.48754,-1.0015,-0.28931,-0.29674,-0.54781,-0.91909,-0.76977,-0.27605,-0.12018,-0.74307,-0.50843,-0.34616,-0.67325,-0.94743,-0.56724,-1.0108,-1.0786,-0.82977,-0.72873,-1.2388,-0.61504,-0.79281,-0.97207,-0.85003,-0.53449,-0.79252,-1.0434,-0.094061,-0.5247,-0.97897,-1.2442,-0.63564,-0.68437,-0.84433,-0.68032,-1.4714,-1.1223,-0.70203,-0.14577,-0.28079,-0.67691,-0.60017,-0.89581,-0.51802,-0.75935,-0.33921,-1.1306,-0.72247,-0.73594,-0.58866,-1.0229,-0.23165,-0.29504,-0.42815,-0.7174,-0.4864,-0.36805,-0.15168,-0.46825,-0.52458,-1.0575,-1.4362,-0.026694,-1.4508,-0.60412,-0.3042,-1.2604,-1.0609,-0.70164,-1.2958,-0.97523,-0.0013304,-0.46833,-0.028109,0.1831,-0.90541,-0.5367,-0.0033561,-0.38416,-0.82104,-0.6738,-0.51509,-0.56874,-1.0783,-0.68619,-0.81446,-0.89492,-1.0515,-0.64435,-0.86769,-0.48166,-0.60265,-0.36894,-0.73974,-0.45757,-1.1976,-1.0684,-0.97548,-1.2244,-1.1836,-0.78891,-0.76609,-0.30814,-0.3341,-0.46219,-0.031885,-0.68818,-0.39143,-0.17199,-0.20593,0.1131,-0.21518,-0.11886,-0.69465,-0.48305,-0.28267,-0.89598,-0.42111,-0.33562,-0.40667,-0.6391,-0.90334,-0.96539,-0.99675,-0.13811,-0.38251,-1.0555,-0.75708,-0.3862,-0.67282,-0.90487,-0.62316,-0.88014,-0.061838,-0.12954,-0.44785,-0.72507,-1.2611,-0.3577,-1.001,-0.60565,-0.3698,-0.17074,-0.83756,-0.19414,-0.30435,-0.11758,-0.33159,-0.80528,-0.63493,-0.77901,-0.61951,-0.88875,-0.40255,-0.065754,-0.77853
0.21178,0.36807,-0.23981,0.34408,-0.54873,0.099229,-0.052324,-0.0493,-0.44616,0.71335,-0.27283,0.4205,-0.038867,0.11818,0.47906,0.60716,0.84525,0.28239,0.12416,0.46811,0.10097,0.84059,0.13418,0.30492,-0.20062,0.22151,-0.011867,0.24157,0.28542,-0.23533,0.28678,-0.33798,0.19991,0.043974,0.32259,0.40786,-0.24819,-0.1692,0.15606,-0.11329,0.5068,0.15835,0.27013,0.24869,-0.096681,-0.20622,0.36847,0.57519,0.63027,0.073685,-0.28307,0.76416,0.72414,0.17319,-0.30396,0.23179,-0.07019,0.19099,-0.056494,-0.30819,-0.11368,0.2751,0.31839,-0.12501,-0.59202,-0.49466,-0.53781,-0.43931,0.13302,0.15596,0.15569,0.66085,0.47271,-0.21797,-0.1643,0.17037,0.63525,0.10991,0.16855,-0.12402,-0.2535,0.18236,-0.21344,-0.10411,-0.26057,-0.29958,-0.12198,-0.1276,-0.25944,0.38298,-0.28821,-0.022486,0.011037,0.28228,-0.054687,0.75317,0.85763,0.44019,0.49046,0.23967,0.23224,0.351,0.33084,0.27299,-0.61675,-0.17717,0.64297,-0.091272,0.60075,0.5165,-0.3007,0.14223,0.45275,-0.39297,0.14841,0.53677,-0.046261,0.6486,0.76993,-0.054668,0.087592,0.50806,0.6324,0.02329,0.35103,0.17266,0.32114,-0.049914,0.21014,-0.036322,0.072587,-0.18344,0.14817,-0.14991,0.18654,0.2408,0.034003,0.43987,0.5677,-0.047913,0.34677,0.11533,-0.21876,-0.20404,0.12952,0.12311,0.42121,0.080746,-0.067464,0.40817,-0.18449,-0.21122,0.40583,0.42509,0.74933,0.61026,0.8467,-0.096963,0.097613,-0.058523,-0.47512,-0.089628,0.017836,-0.087367,-0.29954,0.18053,0.28612,-0.19564,-0.14158,-0.24063,-0.51932,-0.30291,0.14159,-0.23403,-0.37098,0.065006,0.29318,0.82245,0.60721,0.48497,-0.018376,-0.016825,0.044702,-0.12911,-0.30302,0.026037,0.39729,-0.15365,0.5051,0.078324,0.39784,-0.01406,-0.19978,-0.0037969,-0.12691,0.063637,0.037722,0.58244,0.96885,0.15714
-0.38639,-0.5421,-1.0191,-0.36153,-1.2727,-0.53573,-0.67694,-0.72116,-1.3781,-0.096389,-0.91146,-0.49306,-0.50886,-0.72665,-0.246,0.22229,0.35381,-0.27988,-0.33301,-0.0066609,-0.22674,0.12438,-0.3242,-0.23192,-0.71745,-0.2768,-0.39034,-0.39498,-0.05037,-0.53256,-0.31942,-1.0722,-0.54805,-0.38442,-0.21133,-0.23955,-0.76227,-0.67263,-0.66468,-0.65051,-0.1431,-0.59847,-0.49294,-0.080558,-0.41881,-0.56557,-0.1574,-0.21115,-0.20273,-0.57435,-0.58239,0.037197,0.26725,-0.20675,-0.97665,-0.5528,-0.58426,-0.38282,-0.62015,-0.78548,-0.53933,-0.41857,-0.55383,-0.83035,-0.89141,-0.76982,-0.68689,-0.60449,-0.41955,-0.34682,-0.44111,0.11192,-0.49696,-0.71451,-0.96531,-0.47097,-0.1686,-0.3479,-0.47939,-0.88466,-0.63725,-0.45387,-0.4405,-0.3731,-0.87679,-0.33938,-0.83815,-0.57515,-0.59518,-0.26453,-0.72796,-0.50404,-0.6324,-0.45872,-0.43012,-0.12818,0.015952,-0.12259,-0.25441,-0.13411,-0.45568,-0.1678,-0.54206,-0.6283,-1.0124,-0.99164,-0.16191,-1.2693,-0.40276,-0.34259,-1.2526,-0.8817,-0.59748,-0.9447,-0.71417,0.085579,-0.48402,-0.031395,0.23384,-0.59824,-0.21265,0.19155,0.022881,-0.47696,-0.24072,-0.27601,-0.012155,-0.54438,-0.037687,-0.38098,-0.27618,-0.56749,-0.15394,-0.39435,-0.24996,-0.56088,-0.32717,-0.17936,-0.097104,-0.7277,-0.20579,-0.52614,-0.56792,-0.5993,-0.44699,-0.38065,-0.13034,-0.45042,-0.43074,0.039227,-0.52174,-0.56032,-0.13364,-0.19262,0.010435,-0.19795,0.26927,-0.3353,-0.73317,-0.63283,-0.58393,-0.57859,-0.6295,-0.53892,-0.5651,-0.43917,-0.48464,-0.75861,-0.48954,-0.55094,-0.68808,-0.5876,-0.31183,-0.78244,-0.77887,-0.56531,-0.56384,0.17553,-0.31805,-0.32204,-0.553,-0.74488,-0.17777,-0.55081,-0.5503,-0.37975,-0.18497,-0.677,-0.097412,-0.2915,-0.39366,-0.31785,-0.82646,-0.68975,-0.6305,-0.41363,-0.57486,-0.36635,0.18935,-0.2442
-0.20702,-0.23733,-0.87947,-0.19134,-1.0431,-0.40879,-0.52132,-0.6683,-1.1181,-0.14107,-0.8756,-0.62859,-0.76113,-0.82453,-0.34154,0.090562,0.2246,-0.41145,-0.40687,-0.1751,-0.35764,0.29537,-0.24506,-0.14602,-0.49314,-0.20791,-0.32252,-0.3195,0.19562,-0.50705,-0.18484,-0.92352,-0.54662,-0.41189,-0.24413,0.028389,-0.63523,-0.43225,-0.0037145,-0.14194,-0.21376,-0.36103,-0.43324,-0.16561,-0.38184,-0.61462,-0.2251,-0.071533,-0.021472,-0.47774,-0.41305,0.32643,0.25887,-0.1616,-0.37397,-0.051724,-0.32521,-0.25056,-0.2854,-0.80042,-0.6793,-0.22896,-0.19779,-0.47355,-0.74992,-0.71977,-0.41184,-0.49142,-0.16515,-0.41114,-0.30684,0.22104,0.094881,-0.47367,-0.70848,-0.38157,-0.01572,-0.56015,-0.4864,-0.81196,-0.65356,-0.33769,-0.38817,-0.28359,-0.83556,-0.044553,-0.54238,-0.23084,-0.46776,0.038008,-0.649,-0.40186,-0.48736,-0.13545,-0.5353,-0.077358,0.31201,0.048857,0.29214,0.02604,-0.10478,0.16047,-0.03226,-0.22035,-0.78863,-0.68893,0.19033,-0.6615,0.14182,-0.053151,-0.69726,-0.47701,0.016059,-0.76954,-0.52233,0.037991,-0.26826,0.16154,0.3105,-0.61184,-0.33056,0.26533,0.034131,-0.31926,-0.068983,-0.25642,0.10333,-0.22827,0.075432,-0.054867,-0.30047,-0.30953,-0.12921,-0.26226,-0.27939,-0.27191,-0.28547,0.043367,0.25301,-0.73895,0.0195,-0.17826,-0.37669,-0.3149,-0.15163,-0.10332,-0.05953,-0.44307,-0.34237,0.088497,-0.35831,-0.47021,-0.094309,-0.26029,0.1472,0.10221,0.42921,-0.51103,-0.19775,-0.15134,-0.20374,-0.19853,-0.4872,-0.3137,-0.46848,-0.23932,-0.014566,-0.53679,-0.33567,-0.23851,-0.40487,-0.40872,0.079367,-0.43551,-0.42167,-0.09452,-0.19064,0.27539,0.18312,0.12277,-0.42617,-0.26031,-0.03941,-0.42181,-0.46982,-0.5098,-0.14595,-0.61439,-0.052593,-0.27773,0.01225,-0.08483,-0.50891,-0.092838,-0.32385,-0.31341,-0.38981,0.051414,0.61126,0.19981
-1.3738,-1.3674,-1.708,-1.2391,-2.1667,-1.2566,-1.7948,-1.5,-2.1085,-1.2294,-1.8784,-1.6982,-1.5206,-1.8145,-1.1675,-0.84045,-0.42113,-0.97544,-0.94743,-0.42843,-0.63638,-0.15985,-0.71005,-0.54213,-0.89036,-0.39801,-0.55117,-0.47192,-0.24833,-0.62976,-1.3504,-1.808,-1.5633,-1.1141,-0.82636,-0.6943,-1.6675,-1.2012,-1.3796,-0.90991,-0.48088,-0.65435,-1.0503,-1.1376,-1.0808,-1.2391,-0.94367,-1.0708,-1.1081,-1.4433,-0.91139,-0.1953,-0.074113,-0.51964,-1.2877,-1.1588,-1.2857,-1.2162,-1.1201,-1.288,-1.2049,-1.0322,-1.1563,-1.6269,-1.6812,-1.59,-1.3976,-1.1017,-0.926,-0.72173,-1.4685,-0.58195,-0.8745,-1.1475,-1.5296,-0.96899,-0.95516,-1.4782,-1.422,-1.8291,-1.5252,-1.3541,-1.169,-1.3627,-1.6382,-0.98404,-1.4115,-1.2271,-1.0368,-0.88817,-1.0234,-0.88004,-0.87429,-0.56625,-0.61848,-1.0746,-1.0459,-0.94928,-1.3323,-1.1171,-1.2331,-1.1705,-1.2339,-1.4644,-1.8534,-1.6881,-1.0049,-1.7492,-1.3404,-1.1183,-1.898,-1.5897,-1.0591,-1.6306,-1.1054,-0.37924,-0.86799,-0.35912,-0.18656,-0.98956,-0.68905,-0.12208,-0.36554,-0.77086,-0.51233,-0.58697,-0.39852,-0.8412,-0.35452,-1.0089,-0.42511,-0.96972,-0.54246,-0.96388,-1.1285,-1.258,-0.60938,-0.51027,-0.42921,-1.3209,-1.004,-1.2311,-1.103,-1.0793,-0.44894,-0.34341,-0.67146,-1.2156,-1.0793,-0.31451,-0.80384,-1.4255,-0.69317,-1.0843,-0.4983,-0.55741,-0.45934,-0.60216,-1.129,-1.1272,-1.237,-1.0735,-1.2994,-1.4127,-0.90411,-0.64195,-1.0966,-1.5646,-1.1883,-1.1131,-1.3896,-1.0609,-0.46915,-0.91033,-0.77276,-0.40696,-1.2368,-0.57536,-0.90812,-0.79884,-0.83023,-1.3729,-1.0007,-1.2366,-1.3726,-1.1745,-0.83291,-1.2284,-0.86863,-1.0292,-1.1904,-1.191,-1.6149,-1.0858,-0.80934,-0.47283,-0.61519,-1.0178,-0.74665,-1.1731
-0.87303,-0.79719,-1.08,-0.76821,-1.6354,-1.0604,-1.0252,-0.97186,-1.576,-0.30876,-1.2959,-0.60016,-0.5615,-1.0318,-0.57752,-0.14139,-0.18792,-0.84689,-0.43331,-0.15145,-0.094757,0.19372,-0.036654,0.10015,-0.15639,-0.014836,0.09433,-0.21723,0.17641,-0.31694,-0.7349,-1.0367,-0.74966,-0.15169,0.039702,-0.012419,-0.89043,-0.54651,-0.39367,-0.24838,-0.078176,-0.46384,-0.70576,-0.25939,-0.21403,-0.58591,-0.4778,-0.25425,-0.5356,-0.86013,-0.39135,0.054591,0.39222,-0.33538,-1.1179,-0.92478,-0.6251,-0.87166,-0.66101,-0.93816,-0.6959,-0.31918,-0.25775,-0.89263,-1.2829,-0.91797,-0.58774,-0.62652,-0.44783,-0.3643,-0.61947,0.10585,-0.39484,-0.80386,-1.2329,-0.52791,-0.50919,-0.63254,-0.5962,-1.1675,-0.98928,-0.5857,-0.76565,-1.1842,-0.7933,-0.45393,-0.89684,-0.44579,-0.67271,-0.073304,-0.6341,-0.41832,-0.38134,-0.125,-0.4938,-0.28495,-0.15485,-0.093736,-0.30228,-0.61285,-0.9403,-0.7285,-0.62905,-0.58322,-1.336,-1.178,-0.3793,-1.3074,-0.37783,-0.44796,-1.368,-0.71997,-0.28026,-0.98521,-0.7815,-0.32481,-0.6843,-0.32242,0.082623,-0.85658,-0.54191,0.12132,-0.047112,-0.22208,-0.18764,-0.38821,0.19141,-0.078952,0.12844,0.026998,-0.19057,-0.14442,0.039624,-0.033944,-0.63413,-0.80345,-0.24567,-0.061374,0.26097,-0.87511,-0.108,-0.50952,-0.24371,-0.34584,-0.22738,-0.32967,-0.39857,-0.66532,-0.71306,-0.10486,-0.57282,-0.97232,-0.37194,-0.44039,-0.28127,-0.21842,0.61766,-0.55387,-1.0342,-0.67028,-0.72821,-0.42352,-1.0706,-0.7024,-0.76357,-0.5204,-0.38401,-0.98237,-0.76316,-0.57588,-0.72986,-0.78695,-0.11689,-0.60104,-0.71069,-0.26898,-0.46111,0.23351,-0.211,-0.10911,-0.62202,-1.0211,-0.42726,-0.83871,-0.83902,-0.92337,-0.47669,-1.0121,-0.50683,-0.44689,-0.8496,-0.5896,-0.80249,-0.56873,-0.4579,-0.3414,-0.59718,-0.39683,0.26628,-0.18972
